i,j,value
62,68,0.578595
62,69,0.588106
62,70,0.596829
62,71,0.604711
62,72,0.6117
62,73,0.617749
62,74,0.717525
62,75,0.723329
62,76,0.812152
62,77,0.811917
62,78,0.810935
62,79,0.80919
62,80,0.806665
62,81,0.803346
62,82,0.799219
62,83,0.794271
62,84,0.788488
62,85,0.781859
62,86,0.674807
62,87,0.66229
62,88,0.582683
62,89,0.572738
62,90,0.562086
62,91,0.550779
62,92,0.538863
62,93,0.526384
62,94,0.513387
62,95,0.499911
62,96,0.485994
62,97,0.471672
62,98,0.456975
62,99,0.441934
63,0,0.520169
63,1,0.538329
63,2,0.555719
63,3,0.572328
63,4,0.588148
63,5,0.603165
63,6,0.617364
63,7,0.63073
63,8,0.643242
63,9,0.654879
63,10,0.665618
63,11,0.675432
63,12,0.684294
63,13,0.692176
63,14,0.69905
63,15,0.704887
63,16,0.709662
63,17,0.713351
63,18,0.715935
63,19,0.652351
63,20,0
63,21,0
63,22,0.649895
63,23,0.646761
63,24,0.642512
63,25,0.637186
63,26,0.63083
63,27,0.623496
63,28,0.61524
63,29,0.60612
63,30,0.596194
63,31,0.585521
63,32,0.654018
63,33,0.650011
63,34,0.645724
63,35,0.641196
63,36,0.681488
63,37,0.67433
63,38,0.666811
63,39,0.658937
63,40,0.650711
63,41,0.642131
63,42,0.63319
63,43,0.623877
63,44,0.614175
63,45,0.409004
63,46,0.386017
63,47,0.362281
63,48,0.332802
63,49,0.315472
63,50,0.297987
63,51,0.280361
63,52,0.262602
63,53,0.244721
63,54,0.226725
63,55,0.208623
63,56,0.190422
63,57,0.172127
63,58,0.153746
63,59,0.135284
63,60,0
63,61,0.508596
63,62,0.522676
63,63,0.536303
63,64,0.549436
63,65,0.562031
63,66,0.574039
63,67,0.58541
63,68,0.596091
63,69,0.606024
63,70,0.615153
63,71,0.623418
63,72,0.630761
63,73,0.718649
63,74,0.72555
63,75,0.731389
63,76,0.813118
63,77,0.81305
63,78,0.812179
63,79,0.810487
63,80,0.807956
63,81,0.804575
63,82,0.800329
63,83,0.795209
63,84,0.789206
63,85,0.78231
63,86,0.684192
63,87,0.671571
63,88,0.657897
63,89,0.589983
63,90,0.578896
63,91,0.567148
63,92,0.554794
63,93,0.541881
63,94,0.528457
63,95,0.514563
63,96,0.500238
63,97,0.485518
63,98,0.470437
63,99,0.455024
64,0,0.522574
64,1,0.541166
64,2,0.559
64,3,0.576065
64,4,0.592349
64,5,0.607839
64,6,0.622517
64,7,0.636365
64,8,0.649358
64,9,0.661473
64,10,0.672679
64,11,0.682947
64,12,0.692241
64,13,0.700527
64,14,0.70777
64,15,0.713933
64,16,0.718984
64,17,0.722892
64,18,0.725634
64,19,0.67253
64,20,0
64,21,0
64,22,0.669923
64,23,0.666602
64,24,0.662103
64,25,0.656473
64,26,0.649767
64,27,0.642044
64,28,0.63337
64,29,0.62381
64,30,0.61343
64,31,0.665543
64,32,0.660984
64,33,0.656097
64,34,0.650934
64,35,0.645537
64,36,0.677779
64,37,0.669849
64,38,0.661555
64,39,0.652904
64,40,0.6439
64,41,0.63454
64,42,0.624816
64,43,0.614717
64,44,0.431905
64,45,0.409306
64,46,0.385972
64,47,0.361903
64,48,0.343091
64,49,0.325496
64,50,0.307758
64,51,0.289889
64,52,0.271898
64,53,0.253794
64,54,0.235585
64,55,0.217278
64,56,0.198879
64,57,0.180396
64,58,0.161834
64,59,0.143197
64,60,0
64,61,0.522659
64,62,0.537166
64,63,0.551233
64,64,0.564816
64,65,0.577869
64,66,0.590342
64,67,0.602179
64,68,0.613322
64,69,0.62371
64,70,0.633279
64,71,0.641962
64,72,0.649694
64,73,0.727206
64,74,0.734235
64,75,0.740148
64,76,0.744935
64,77,0.814974
64,78,0.814222
64,79,0.812582
64,80,0.810039
64,81,0.806579
64,82,0.802192
64,83,0.796872
64,84,0.790613
64,85,0.783412
64,86,0.69389
64,87,0.681108
64,88,0.667242
64,89,0.65231
64,90,0.595394
64,91,0.583182
64,92,0.570366
64,93,0.556999
64,94,0.54313
64,95,0.528803
64,96,0.514058
64,97,0.498933
64,98,0.48346
64,99,0.46767
65,0,0.524964
65,1,0.544021
65,2,0.562333
65,3,0.57989
65,4,0.596679
65,5,0.612685
65,6,0.627887
65,7,0.642265
65,8,0.655791
65,9,0.668436
65,10,0.680165
65,11,0.690942
65,12,0.700725
65,13,0.70947
65,14,0.717135
65,15,0.723673
65,16,0.729043
65,17,0.733206
65,18,0.73613
65,19,0.692706
65,20,0
65,21,0
65,22,0.68993
65,23,0.686396
65,24,0.681617
65,25,0.675648
65,26,0.668554
65,27,0.660404
65,28,0.651273
65,29,0.641236
65,30,0.678612
65,31,0.673532
65,32,0.673815
65,33,0.6746
65,34,0.675338
65,35,0.649935
65,36,0.643469
65,37,0.665472
65,38,0.656361
65,39,0.646896
65,40,0.637078
65,41,0.626904
65,42,0.616367
65,43,0.605454
65,44,0.432431
65,45,0.409449
65,46,0.388184
65,47,0.370625
65,48,0.352912
65,49,0.335057
65,50,0.317071
65,51,0.298965
65,52,0.280747
65,53,0.262425
65,54,0.244008
65,55,0.225502
65,56,0.206913
65,57,0.188247
65,58,0.169509
65,59,0.150704
65,60,0
65,61,0.536268
65,62,0.551215
65,63,0.565736
65,64,0.579788
65,65,0.593322
65,66,0.606283
65,67,0.618615
65,68,0.630253
65,69,0.641131
65,70,0.651177
65,71,0.660317
65,72,0.728004
65,73,0.736365
65,74,0.743572
65,75,0.749603
65,76,0.754441
65,77,0.817735
65,78,0.817112
65,79,0.815526
65,80,0.812959
65,81,0.809401
65,82,0.804844
65,83,0.799288
65,84,0.792731
65,85,0.785177
65,86,0.703885
65,87,0.69088
65,88,0.67676
65,89,0.66155
65,90,0.645277
65,91,0.627967
65,92,0.585538
65,93,0.571698
65,94,0.557368
65,95,0.542595
65,96,0.527419
65,97,0.51188
65,98,0.496009
65,99,0.479838
66,0,0.527284
66,1,0.546836
66,2,0.565661
66,3,0.583746
66,4,0.601078
66,5,0.617641
66,6,0.633413
66,7,0.64837
66,8,0.66248
66,9,0.675711
66,10,0.688022
66,11,0.699368
66,12,0.709702
66,13,0.718969
66,14,0.727115
66,15,0.734085
66,16,0.739824
66,17,0.744282
66,18,0.74742
66,19,0.712878
66,20,0
66,21,0
66,22,0.709908
66,23,0.706134
66,24,0.70104
66,25,0.694691
66,26,0.687165
66,27,0.678543
66,28,0.668911
66,29,0.658355
66,30,0.687646
66,31,0.682933
66,32,0.682833
66,33,0.682668
66,34,0.68251
66,35,0.654345
66,36,0.646993
66,37,0.66116
66,38,0.651192
66,39,0.640873
66,40,0.630206
66,41,0.619186
66,42,0.607804
66,43,0.596049
66,44,0.433264
66,45,0.415747
66,46,0.398062
66,47,0.380224
66,48,0.362244
66,49,0.344135
66,50,0.325907
66,51,0.30757
66,52,0.289131
66,53,0.270599
66,54,0.25198
66,55,0.233282
66,56,0.214509
66,57,0.195666
66,58,0.176759
66,59,0.157792
66,60,0
66,61,0.549382
66,62,0.564779
66,63,0.579769
66,64,0.594306
66,65,0.608341
66,66,0.621817
66,67,0.634673
66,68,0.64684
66,69,0.658245
66,70,0.66881
66,71,0.678451
66,72,0.737455
66,73,0.746109
66,74,0.753551
66,75,0.75975
66,76,0.764679
66,77,0.821382
66,78,0.820899
66,79,0.819364
66,80,0.81676
66,81,0.813079
66,82,0.808318
66,83,0.802481
66,84,0.795576
66,85,0.787615
66,86,0.71415
66,87,0.700856
66,88,0.686416
66,89,0.670865
66,90,0.654237
66,91,0.636562
66,92,0.600265
66,93,0.585932
66,94,0.571127
66,95,0.555895
66,96,0.540281
66,97,0.524321
66,98,0.508049
66,99,0.491495
67,0,0.529474
67,1,0.549549
67,2,0.568916
67,3,0.587564
67,4,0.605477
67,5,0.622638
67,6,0.639025
67,7,0.654609
67,8,0.669357
67,9,0.683231
67,10,0.696186
67,11,0.708168
67,12,0.71912
67,13,0.728978
67,14,0.737675
67,15,0.745141
67,16,0.751308
67,17,0.756112
67,18,0.759499
67,19,0.733046
67,20,0
67,21,0
67,22,0.729854
67,23,0.725806
67,24,0.720353
67,25,0.713575
67,26,0.705566
67,27,0.696421
67,28,0.68624
67,29,0.703309
67,30,0.696765
67,31,0.692787
67,32,0.691662
67,33,0.690529
67,34,0.689459
67,35,0.68851
67,36,0.687727
67,37,0.700058
67,38,0.697362
67,39,0.69478
67,40,0.623238
67,41,0.611339
67,42,0.599084
67,43,0.460861
67,44,0.443209
67,45,0.42539
67,46,0.407417
67,47,0.389305
67,48,0.371066
67,49,0.35271
67,50,0.334247
67,51,0.315686
67,52,0.297035
67,53,0.2783
67,54,0.259487
67,55,0.240604
67,56,0.221654
67,57,0.202643
67,58,0.183574
67,59,0.164453
67,60,0
67,61,0.561956
67,62,0.577811
67,63,0.593281
67,64,0.60832
67,65,0.622876
67,66,0.636891
67,67,0.650301
67,68,0.663032
67,69,0.675005
67,70,0.686133
67,71,0.737153
67,72,0.747395
67,73,0.756412
67,74,0.764155
67,75,0.770578
67,76,0.775646
67,77,0.779333
67,78,0.781632
67,79,0.824145
67,80,0.821488
67,81,0.817651
67,82,0.812642
67,83,0.80647
67,84,0.799156
67,85,0.790721
67,86,0.724651
67,87,0.710993
67,88,0.696164
67,89,0.680205
67,90,0.663159
67,91,0.645062
67,92,0.625948
67,93,0.599653
67,94,0.584358
67,95,0.56866
67,96,0.552599
67,97,0.536215
67,98,0.51954
67,99,0.502603
68,0,0.531467
68,1,0.552091
68,2,0.572029
68,3,0.59127
68,4,0.609799
68,5,0.627597
68,6,0.644641
68,7,0.660901
68,8,0.676341
68,9,0.690918
68,10,0.704581
68,11,0.717269
68,12,0.728915
68,13,0.739442
68,14,0.748768
68,15,0.756806
68,16,0.76347
68,17,0.768679
68,18,0.772361
68,19,0.753208
68,20,0
68,21,0
68,22,0.749759
68,23,0.745394
68,24,0.73953
68,25,0.732267
68,26,0.723715
68,27,0.713989
68,28,0.703205
68,29,0.713481
68,30,0.705911
68,31,0.702422
68,32,0.700247
68,33,0.698126
68,34,0.696133
68,35,0.694323
68,36,0.69274
68,37,0.698337
68,38,0.695039
68,39,0.691908
68,40,0.616397
68,41,0.606899
68,42,0.597348
68,43,0.470554
68,44,0.45259
68,45,0.434475
68,46,0.416222
68,47,0.397846
68,48,0.379355
68,49,0.360761
68,50,0.342073
68,51,0.323297
68,52,0.304441
68,53,0.285512
68,54,0.266515
68,55,0.247455
68,56,0.228337
68,57,0.209165
68,58,0.189943
68,59,0.170674
68,60,0
68,61,0.573943
68,62,0.590262
68,63,0.606221
68,64,0.621774
68,65,0.636869
68,66,0.651446
68,67,0.665438
68,68,0.678769
68,69,0.691352
68,70,0.703092
68,71,0.747044
68,72,0.757781
68,73,0.767242
68,74,0.775361
68,75,0.782076
68,76,0.787335
68,77,0.791102
68,78,0.79336
68,79,0.829918
68,80,0.827183
68,81,0.823152
68,82,0.817838
68,83,0.811267
68,84,0.80347
68,85,0.794483
68,86,0.73534
68,87,0.721239
68,88,0.705944
68,89,0.689507
68,90,0.671978
68,91,0.6534
68,92,0.633812
68,93,0.612806
68,94,0.597011
68,95,0.580838
68,96,0.564329
68,97,0.54752
68,98,0.530443
68,99,0.513127
69,0,0.54054
69,1,0.558016
69,2,0.57525
69,3,0.594782
69,4,0.613958
69,5,0.632429
69,6,0.650171
69,7,0.667153
69,8,0.683338
69,9,0.698678
69,10,0.713116
69,11,0.726585
69,12,0.739006
69,13,0.750289
69,14,0.760334
69,15,0.769034
69,16,0.77628
69,17,0.781965
69,18,0.785997
69,19,0.773362
69,20,0
69,21,0
69,22,0.769612
69,23,0.764878
69,24,0.758541
69,25,0.750723
69,26,0.741559
69,27,0.731187
69,28,0.731757
69,29,0.723651
69,30,0.715056
69,31,0.711772
69,32,0.708522
69,33,0.705397
69,34,0.702468
69,35,0.699792
69,36,0.69741
69,37,0.695349
69,38,0.693631
69,39,0.692266
69,40,0.691259
69,41,0.690611
69,42,0.690318
69,43,0.611621
69,44,0.608343
69,45,0.605643
69,46,0.424453
69,47,0.405821
69,48,0.38709
69,49,0.368269
69,50,0.349364
69,51,0.330384
69,52,0.311334
69,53,0.292221
69,54,0.273048
69,55,0.253821
69,56,0.234544
69,57,0.215221
69,58,0.195854
69,59,0.176447
69,60,0
69,61,0.585292
69,62,0.602076
69,63,0.618529
69,64,0.634606
69,65,0.650254
69,66,0.665414
69,67,0.680016
69,68,0.693981
69,69,0.707217
69,70,0.719621
69,71,0.757234
69,72,0.768557
69,73,0.778554
69,74,0.787137
69,75,0.794223
69,76,0.799739
69,77,0.803633
69,78,0.805873
69,79,0.806462
69,80,0.833887
69,81,0.82961
69,82,0.823924
69,83,0.816872
69,84,0.808503
69,85,0.759503
69,86,0.746152
69,87,0.731522
69,88,0.715681
69,89,0.698695
69,90,0.680618
69,91,0.661501
69,92,0.641387
69,93,0.62533
69,94,0.609029
69,95,0.592379
69,96,0.575421
69,97,0.55819
69,98,0.540716
69,99,0.523027
70,0,0.550136
70,1,0.568
70,2,0.585649
70,3,0.603054
70,4,0.620183
70,5,0.637035
70,6,0.655512
70,7,0.673259
70,8,0.690239
70,9,0.7064
70,10,0.721682
70,11,0.736009
70,12,0.749293
70,13,0.761428
70,14,0.772296
70,15,0.781763
70,16,0.789691
70,17,0.795944
70,18,0.800396
70,19,0.793508
70,20,0
70,21,0
70,22,0.789398
70,23,0.784229
70,24,0.777341
70,25,0.768887
70,26,0.759342
70,27,0.751572
70,28,0.742979
70,29,0.733728
70,30,0.725216
70,31,0.720757
70,32,0.716409
70,33,0.712266
70,34,0.708397
70,35,0.704853
70,36,0.701672
70,37,0.698881
70,38,0.696493
70,39,0.694519
70,40,0.69296
70,41,0.629641
70,42,0.624995
70,43,0.620934
70,44,0.617474
70,45,0.614626
70,46,0.612401
70,47,0.610805
70,48,0.609845
70,49,0.375213
70,50,0.356105
70,51,0.336932
70,52,0.317699
70,53,0.298412
70,54,0.279075
70,55,0.259691
70,56,0.240265
70,57,0.2208
70,58,0.201298
70,59,0.181762
70,60,0
70,61,0.595949
70,62,0.613196
70,63,0.630143
70,64,0.646747
70,65,0.662959
70,66,0.678718
70,67,0.693954
70,68,0.708586
70,69,0.722518
70,70,0.754356
70,71,0.767635
70,72,0.779648
70,73,0.790286
70,74,0.799437
70,75,0.806991
70,76,0.812845
70,77,0.816921
70,78,0.819172
70,79,0.819593
70,80,0.841636
70,81,0.837047
70,82,0.830903
70,83,0.823269
70,84,0.814221
70,85,0.770958
70,86,0.757006
70,87,0.741753
70,88,0.725284
70,89,0.707673
70,90,0.688985
70,91,0.669637
70,92,0.653607
70,93,0.637161
70,94,0.620352
70,95,0.603227
70,96,0.585824
70,97,0.568177
70,98,0.550315
70,99,0.532263
71,0,0.559014
71,1,0.577253
71,2,0.595306
71,3,0.613145
71,4,0.630741
71,5,0.648058
71,6,0.665051
71,7,0.681668
71,8,0.697849
71,9,0.713956
71,10,0.730148
71,11,0.745413
71,12,0.759652
71,13,0.772746
71,14,0.784552
71,15,0.79491
71,16,0.803646
71,17,0.810579
71,18,0.815541
71,19,0.813641
71,20,0
71,21,0
71,22,0.809098
71,23,0.80341
71,24,0.795873
71,25,0.786683
71,26,0.776043
71,27,0.76415
71,28,0.754057
71,29,0.743599
71,30,0.734943
71,31,0.729279
71,32,0.723819
71,33,0.71865
71,34,0.713839
71,35,0.709431
71,36,0.705461
71,37,0.701947
71,38,0.698903
71,39,0.696333
71,40,0.694235
71,41,0.638561
71,42,0.63367
71,43,0.629401
71,44,0.625767
71,45,0.62278
71,46,0.620447
71,47,0.618775
71,48,0.617769
71,49,0.617432
71,50,0.617763
71,51,0.618762
71,52,0.32352
71,53,0.304072
71,54,0.284581
71,55,0.265053
71,56,0.245489
71,57,0.225892
71,58,0.206265
71,59,0.186609
71,60,0
71,61,0.605859
71,62,0.623559
71,63,0.640995
71,64,0.658126
71,65,0.674904
71,66,0.691272
71,67,0.707161
71,68,0.722488
71,69,0.737156
71,70,0.764042
71,71,0.778139
71,72,0.790954
71,73,0.802356
71,74,0.812201
71,75,0.82034
71,76,0.826632
71,77,0.830963
71,78,0.833259
71,79,0.833504
71,80,0.831743
71,81,0.845477
71,82,0.838763
71,83,0.830422
71,84,0.820565
71,85,0.782456
71,86,0.767793
71,87,0.751821
71,88,0.734639
71,89,0.716332
71,90,0.698008
71,91,0.681832
71,92,0.665219
71,93,0.648229
71,94,0.630916
71,95,0.613322
71,96,0.595485
71,97,0.577435
71,98,0.559198
71,99,0.540796
72,0,0.567131
72,1,0.585727
72,2,0.604166
72,3,0.622424
72,4,0.640474
72,5,0.658283
72,6,0.675812
72,7,0.693012
72,8,0.709824
72,9,0.726178
72,10,0.741986
72,11,0.757142
72,12,0.771515
72,13,0.784949
72,14,0.797258
72,15,0.808365
72,16,0.818059
72,17,0.825816
72,18,0.831408
72,19,0.833758
72,20,0
72,21,0
72,22,0.82868
72,23,0.822364
72,24,0.814058
72,25,0.804013
72,26,0.792483
72,27,0.7797
72,28,0.765869
72,29,0.753126
72,30,0.744114
72,31,0.737227
72,32,0.730646
72,33,0.724453
72,34,0.718707
72,35,0.713447
72,36,0.7087
72,37,0.704482
72,38,0.700797
72,39,0.697648
72,40,0.652367
72,41,0.646602
72,42,0.64148
72,43,0.637015
72,44,0.633219
72,45,0.630101
72,46,0.627668
72,47,0.625925
72,48,0.624877
72,49,0.624525
72,50,0.62487
72,51,0.625911
72,52,0.627647
72,53,0.630073
72,54,0.633184
72,55,0.269894
72,56,0.250204
72,57,0.230487
72,58,0.210746
72,59,0.190981
72,60,0
72,61,0.614962
72,62,0.633101
72,63,0.651013
72,64,0.668662
72,65,0.686003
72,66,0.702982
72,67,0.719534
72,68,0.735577
72,69,0.757414
72,70,0.773581
72,71,0.788603
72,72,0.802346
72,73,0.814652
72,74,0.825339
72,75,0.83421
72,76,0.84107
72,77,0.845749
72,78,0.848135
72,79,0.848192
72,80,0.84598
72,81,0.854896
72,82,0.847468
72,83,0.838264
72,84,0.827443
72,85,0.793871
72,86,0.778379
72,87,0.761588
72,88,0.74361
72,89,0.726339
72,90,0.70999
72,91,0.693182
72,92,0.675986
72,93,0.65846
72,94,0.640654
72,95,0.622606
72,96,0.60435
72,97,0.585913
72,98,0.567318
72,99,0.548585
73,0,0.574444
73,1,0.593374
73,2,0.612176
73,3,0.63083
73,4,0.649312
73,5,0.667595
73,6,0.685642
73,7,0.703411
73,8,0.720849
73,9,0.73789
73,10,0.754451
73,11,0.770428
73,12,0.785691
73,13,0.800075
73,14,0.813379
73,15,0.825353
73,16,0.835709
73,17,0.844122
73,18,0.850265
73,19,0.853851
73,20,0
73,21,0
73,22,0.8481
73,23,0.841011
73,24,0.831781
73,25,0.820741
73,26,0.808202
73,27,0.794439
73,28,0.779681
73,29,0.764115
73,30,0.752588
73,31,0.744471
73,32,0.736774
73,33,0.729569
73,34,0.722905
73,35,0.716813
73,36,0.711312
73,37,0.70641
73,38,0.702108
73,39,0.698401
73,40,0.659767
73,41,0.653752
73,42,0.648416
73,43,0.643771
73,44,0.639825
73,45,0.636587
73,46,0.634062
73,47,0.632254
73,48,0.631167
73,49,0.630802
73,50,0.63116
73,51,0.63224
73,52,0.63404
73,53,0.636558
73,54,0.63979
73,55,0.643728
73,56,0.648366
73,57,0.653695
73,58,0.214732
73,59,0.19487
73,60,0
73,61,0.623201
73,62,0.641757
73,63,0.660125
73,64,0.678274
73,65,0.696163
73,66,0.713744
73,67,0.730956
73,68,0.747725
73,69,0.765637
73,70,0.782793
73,71,0.798847
73,72,0.813651
73,73,0.82702
73,74,0.838726
73,75,0.848514
73,76,0.85611
73,77,0.861266
73,78,0.863801
73,79,0.863652
73,80,0.860896
73,81,0.855732
73,82,0.856944
73,83,0.846682
73,84,0.834712
73,85,0.80503
73,86,0.78859
73,87,0.770882
73,88,0.754614
73,89,0.738058
73,90,0.721022
73,91,0.703587
73,92,0.685821
73,93,0.667776
73,94,0.649496
73,95,0.631016
73,96,0.612363
73,97,0.593563
73,98,0.574633
73,99,0.555592
74,0,0.580909
74,1,0.600145
74,2,0.619281
74,3,0.638301
74,4,0.657186
74,5,0.675913
74,6,0.694451
74,7,0.712764
74,8,0.730808
74,9,0.748522
74,10,0.765834
74,11,0.782646
74,12,0.798834
74,13,0.814234
74,14,0.828632
74,15,0.841757
74,16,0.853266
74,17,0.862751
74,18,0.86977
74,19,0.873909
74,20,0
74,21,0
74,22,0.867286
74,23,0.859228
74,24,0.848881
74,25,0.836681
74,26,0.823009
74,27,0.808181
74,28,0.792443
74,29,0.775989
74,30,0.763318
74,31,0.75133
74,32,0.74207
74,33,0.73388
74,34,0.726329
74,35,0.719436
74,36,0.713212
74,37,0.707658
74,38,0.702767
74,39,0.673182
74,40,0.666241
74,41,0.660001
74,42,0.654471
74,43,0.649663
74,44,0.645582
74,45,0.642236
74,46,0.639628
74,47,0.637761
74,48,0.636639
74,49,0.636262
74,50,0.636632
74,51,0.637746
74,52,0.639605
74,53,0.642206
74,54,0.645545
74,55,0.649619
74,56,0.65442
74,57,0.659942
74,58,0.666175
74,59,0.673109
74,60,0
74,61,0.630518
74,62,0.649461
74,63,0.707521
74,64,0.717673
74,65,0.728375
74,66,0.739577
74,67,0.751212
74,68,0.763197
74,69,0.775821
74,70,0.792282
74,71,0.808642
74,72,0.824642
74,73,0.839244
74,74,0.85218
74,75,0.863116
74,76,0.871676
74,77,0.877487
74,78,0.880258
74,79,0.879874
74,80,0.876439
74,81,0.870252
74,82,0.86172
74,83,0.855499
74,84,0.842166
74,85,0.815715
74,86,0.798992
74,87,0.782812
74,88,0.766005
74,89,0.748698
74,90,0.730987
74,91,0.712946
74,92,0.694635
74,93,0.676099
74,94,0.657375
74,95,0.638491
74,96,0.619472
74,97,0.600337
74,98,0.581101
74,99,0.561779
75,0,0.586487
75,1,0.605995
75,2,0.62543
75,3,0.64478
75,4,0.664029
75,5,0.683159
75,6,0.702148
75,7,0.720966
75,8,0.739577
75,9,0.757933
75,10,0.775971
75,11,0.793607
75,12,0.810729
75,13,0.827186
75,14,0.842766
75,15,0.857184
75,16,0.870052
75,17,0.880866
75,18,0.889025
75,19,0.893913
75,20,0
75,21,0
75,22,0.886121
75,23,0.876824
75,24,0.865121
75,25,0.851579
75,26,0.836656
75,27,0.820695
75,28,0.803951
75,29,0.78668
75,30,0.773523
75,31,0.760729
75,32,0.74839
75,33,0.737262
75,34,0.728868
75,35,0.721219
75,36,0.714314
75,37,0.708145
75,38,0.702701
75,39,0.67895
75,40,0.671777
75,41,0.665337
75,42,0.659637
75,43,0.654685
75,44,0.650487
75,45,0.647045
75,46,0.644364
75,47,0.642447
75,48,0.641294
75,49,0.640907
75,50,0.641286
75,51,0.642431
75,52,0.644341
75,53,0.647014
75,54,0.650448
75,55,0.65464
75,56,0.659584
75,57,0.665276
75,58,0.671709
75,59,0.678874
75,60,0
75,61,0.636858
75,62,0.65615
75,63,0.714615
75,64,0.725229
75,65,0.736461
75,66,0.748269
75,67,0.760603
75,68,0.773393
75,69,0.786547
75,70,0.80378
75,71,0.820531
75,72,0.836501
75,73,0.851436
75,74,0.865428
75,75,0.877804
75,76,0.887639
75,77,0.894367
75,78,0.897506
75,79,0.896837
75,80,0.892518
75,81,0.885022
75,82,0.874963
75,83,0.864439
75,84,0.849506
75,85,0.827346
75,86,0.810898
75,87,0.793781
75,88,0.776149
75,89,0.758115
75,90,0.739762
75,91,0.721153
75,92,0.702337
75,93,0.68335
75,94,0.664221
75,95,0.644973
75,96,0.625624
75,97,0.60619
75,98,0.586682
75,99,0.567111
76,0,0.591142
76,1,0.610884
76,2,0.630576
76,3,0.65021
76,4,0.669775
76,5,0.689259
76,6,0.708645
76,7,0.727912
76,8,0.747034
76,9,0.765974
76,10,0.784684
76,11,0.803099
76,12,0.821128
76,13,0.838641
76,14,0.855452
76,15,0.871283
76,16,0.885727
76,17,0.898193
76,18,0.907873
76,19,0.913824
76,20,0.915257
76,21,0.91195
76,22,0.904395
76,23,0.893491
76,24,0.880149
76,25,0.86509
76,26,0.848827
76,27,0.831708
76,28,0.81397
76,29,0.796235
76,30,0.782219
76,31,0.768693
76,32,0.755727
76,33,0.743374
76,34,0.731671
76,35,0.72206
76,36,0.714526
76,37,0.707792
76,38,0.691855
76,39,0.683731
76,40,0.676361
76,41,0.669751
76,42,0.663907
76,43,0.658833
76,44,0.654534
76,45,0.651012
76,46,0.64827
76,47,0.646309
76,48,0.645131
76,49,0.644735
76,50,0.645123
76,51,0.646293
76,52,0.648247
76,53,0.650981
76,54,0.654495
76,55,0.658786
76,56,0.663852
76,57,0.669688
76,58,0.676291
76,59,0.683654
76,60,0.69177
76,61,0.700631
76,62,0.710226
76,63,0.72054
76,64,0.731557
76,65,0.743253
76,66,0.755601
76,67,0.76856
76,68,0.782081
76,69,0.796093
76,70,0.81379
76,71,0.831534
76,72,0.84866
76,73,0.864933
76,74,0.880006
76,75,0.893368
76,76,0.904301
76,77,0.911895
76,78,0.915543
76,79,0.914503
76,80,0.908964
76,81,0.899742
76,82,0.887788
76,83,0.873903
76,84,0.858665
76,85,0.838813
76,86,0.821306
76,87,0.803281
76,88,0.78487
76,89,0.766162
76,90,0.747224
76,91,0.728104
76,92,0.708838
76,93,0.689453
76,94,0.66997
76,95,0.650406
76,96,0.630772
76,97,0.611081
76,98,0.591339
76,99,0.571555
77,0,0.594842
77,1,0.614773
77,2,0.634675
77,3,0.654542
77,4,0.674367
77,5,0.694144
77,6,0.713861
77,7,0.733505
77,8,0.753059
77,9,0.7725
77,10,0.791796
77,11,0.810902
77,12,0.829755
77,13,0.848261
77,14,0.866275
77,15,0.883569
77,16,0.899768
77,17,0.914252
77,18,0.926004
77,19,0.93356
77,20,0.935429
77,21,0.931147
77,22,0.921716
77,23,0.908719
77,24,0.893453
77,25,0.876758
77,26,0.859141
77,27,0.840908
77,28,0.82225
77,29,0.804028
77,30,0.789264
77,31,0.775111
77,32,0.761615
77,33,0.74881
77,34,0.73672
77,35,0.725364
77,36,0.714755
77,37,0.706518
77,38,0.695822
77,39,0.687512
77,40,0.679981
77,41,0.673234
77,42,0.667273
77,43,0.662102
77,44,0.657722
77,45,0.654136
77,46,0.651344
77,47,0.649349
77,48,0.648149
77,49,0.647747
77,50,0.648141
77,51,0.649333
77,52,0.651321
77,53,0.654104
77,54,0.657682
77,55,0.662054
77,56,0.667217
77,57,0.67317
77,58,0.67991
77,59,0.687433
77,60,0.695735
77,61,0.70481
77,62,0.714653
77,63,0.725254
77,64,0.736603
77,65,0.748686
77,66,0.761484
77,67,0.774973
77,68,0.789119
77,69,0.803877
77,70,0.822061
77,71,0.840724
77,72,0.858961
77,73,0.876585
77,74,0.893292
77,75,0.908576
77,76,0.921601
77,77,0.931075
77,78,0.935416
77,79,0.933609
77,80,0.926103
77,81,0.914385
77,82,0.899923
77,83,0.883737
77,84,0.866584
77,85,0.848444
77,86,0.829942
77,87,0.811092
77,88,0.791988
77,89,0.772693
77,90,0.753254
77,91,0.733701
77,92,0.714057
77,93,0.694341
77,94,0.674565
77,95,0.65474
77,96,0.634874
77,97,0.614972
77,98,0.595041
77,99,0.575085
78,0,0.597561
78,1,0.617634
78,2,0.637693
78,3,0.657735
78,4,0.677756
78,5,0.697754
78,6,0.717723
78,7,0.737657
78,8,0.757545
78,9,0.777378
78,10,0.797137
78,11,0.8168
78,12,0.836331
78,13,0.855678
78,14,0.874754
78,15,0.893414
78,16,0.911396
78,17,0.928187
78,18,0.942731
78,19,0.952898
78,20,0.955573
78,21,0.949551
78,22,0.937289
78,23,0.921664
78,24,0.90431
78,25,0.886013
78,26,0.867163
78,27,0.847966
78,28,0.828537
78,29,0.809879
78,30,0.794524
78,31,0.779882
78,32,0.765977
78,33,0.752826
78,34,0.740442
78,35,0.728833
